expenditure,income,maininc,region,nadults,nkids,SexHRP,housing,internet
884.5369,1184.99,earnings,North We,3 adults,One chil,Male,Owned,1
152.8142,185.30200000000002,other so,South Ea,1 adult,No child,Female,Owned,1
748.9272,1184.99,earnings,South Ea,2 adults,No child,Male,Owned,1
559.2368,768.91,earnings,North We,2 adults,Two or m,Male,Owned,1
523.0013,1184.99,earnings,Scotland,2 adults,No child,Male,Owned,1
344.1714,560.48,other so,Wales,2 adults,No child,Male,Owned,1
1175.0,1184.99,earnings,London,3 adults,Two or m,Male,Owned,1
330.2375,781.3489999999999,other so,Eastern,2 adults,No child,Male,Owned,1
417.0597,1141.85,earnings,Yorkshir,2 adults,Two or m,Male,Owned,1
659.3461,0.0,other so,South Ea,1 adult,No child,Male,Owned,1
1153.873,618.64,earnings,Northern,2 adults,Two or m,Male,Owned,1
499.9624,869.1725,earnings,London,2 adults,Two or m,Male,Owned,1
556.4507,483.97,other so,Wales,2 adults,No child,Male,Owned,0
246.9588,233.447,other so,Yorkshir,1 adult,No child,Female,Owned,1
269.1171,390.9,earnings,North We,1 adult,No child,Female,Public r,1
665.3376,998.59,earnings,Northern,2 adults,No child,Male,Owned,1
673.2726,1184.99,earnings,Eastern,2 adults,One chil,Male,Owned,1
594.4999,942.98,earnings,London,3 adults,No child,Female,Owned,1
358.6432,725.9025,other so,South Ea,2 adults,No child,Male,Owned,1
790.1221,749.794,other so,Eastern,2 adults,No child,Male,Owned,0
440.4998,536.86,earnings,South We,1 adult,Two or m,Female,Public r,1
630.9484,699.93,earnings,North Ea,2 adults,One chil,Male,Public r,1
1175.0,1136.162,earnings,London,4 and mo,No child,Male,Private,1
447.16,312.6,other so,North We,2 adults,Two or m,Female,Public r,1
268.145,322.76,other so,South Ea,2 adults,Two or m,Male,Public r,1
751.3743,683.93,earnings,Eastern,3 adults,No child,Female,Private,1
197.7718,182.96200000000002,other so,South Ea,1 adult,No child,Female,Public r,0
438.61800000000005,463.19,earnings,Wales,4 and mo,No child,Male,Owned,1
219.141,586.44,earnings,North We,2 adults,No child,Female,Owned,1
1175.0,1184.99,other so,South Ea,2 adults,No child,Male,Owned,1
201.6915,192.52200000000002,other so,East Mid,1 adult,No child,Female,Owned,0
478.6254,1184.99,earnings,North We,1 adult,No child,Female,Owned,1
367.6344,406.202,other so,South We,1 adult,No child,Female,Owned,0
317.6987,323.774,other so,North We,2 adults,No child,Male,Private,0
654.9752,1104.44,earnings,West Mid,3 adults,Two or m,Male,Owned,1
275.5363,402.264,other so,North Ea,2 adults,No child,Male,Owned,0
556.1797,954.03,earnings,Eastern,2 adults,No child,Male,Private,1
432.4587,336.54,other so,East Mid,1 adult,No child,Male,Owned,1
194.89,354.98199999999997,other so,Yorkshir,1 adult,No child,Female,Public r,0
1175.0,712.4,other so,Northern,4 and mo,No child,Female,Private,1
777.4101,878.952,other so,Scotland,3 adults,Two or m,Female,Public r,1
677.7359,1184.99,earnings,London,2 adults,Two or m,Male,Owned,1
161.3057,227.15200000000002,other so,West Mid,2 adults,No child,Male,Owned,0
501.0853,426.885,other so,London,2 adults,No child,Female,Public r,1
397.5847,544.192,other so,North We,1 adult,No child,Male,Owned,1
623.9345,682.54,other so,North We,2 adults,No child,Male,Public r,1
259.6156,291.84,other so,West Mid,2 adults,No child,Male,Owned,1
820.9741,1184.99,earnings,South Ea,2 adults,Two or m,Male,Owned,1
142.71,400.714,other so,Eastern,2 adults,No child,Female,Public r,0
561.2907,1184.99,earnings,Wales,2 adults,No child,Male,Owned,1
438.55,961.49,earnings,Scotland,2 adults,Two or m,Male,Owned,1
1175.0,384.6,other so,Wales,4 and mo,No child,Male,Private,1
127.4507,87.7,earnings,Scotland,1 adult,No child,Female,Public r,1
170.6513,241.11700000000002,other so,East Mid,1 adult,No child,Female,Owned,0
696.1909,1184.99,other so,Yorkshir,2 adults,No child,Female,Owned,1
402.0108,377.0,earnings,South We,1 adult,No child,Male,Owned,1
513.071,636.604,other so,Yorkshir,2 adults,No child,Male,Owned,1
485.8452,542.52,earnings,South Ea,2 adults,One chil,Male,Owned,1
331.94599999999997,205.7125,other so,Wales,2 adults,No child,Male,Owned,1
1012.8789999999999,635.84,earnings,Scotland,2 adults,One chil,Female,Private,1
566.8287,838.335,earnings,South Ea,2 adults,One chil,Male,Owned,1
1175.0,770.655,earnings,North We,1 adult,No child,Male,Owned,1
568.1011,1141.192,other so,Yorkshir,2 adults,No child,Male,Owned,1
705.8458,345.49,earnings,London,2 adults,One chil,Male,Private,1
1175.0,1184.99,other so,Yorkshir,2 adults,No child,Male,Owned,1
863.7669999999999,453.56199999999995,other so,London,1 adult,No child,Male,Owned,1
439.4182,742.5204,earnings,South Ea,2 adults,One chil,Female,Public r,1
308.6658,692.1,earnings,East Mid,2 adults,No child,Male,Private,1
312.6833,851.784,other so,South Ea,2 adults,No child,Male,Owned,1
479.5381,1184.99,earnings,Wales,2 adults,One chil,Male,Owned,1
567.8332,768.324,other so,North We,3 adults,No child,Female,Owned,1
119.2493,281.122,other so,East Mid,1 adult,No child,Male,Owned,1
268.5704,501.0,earnings,East Mid,1 adult,No child,Male,Owned,0
563.2529,1184.99,earnings,South We,4 and mo,No child,Male,Owned,1
945.8344,1184.99,earnings,East Mid,2 adults,One chil,Male,Owned,1
64.91,205.96200000000002,other so,North We,1 adult,No child,Female,Owned,0
714.1321,673.59,other so,South We,2 adults,No child,Male,Owned,1
681.8666,1081.94,earnings,Northern,3 adults,One chil,Female,Owned,1
189.8978,614.26,other so,South Ea,1 adult,No child,Male,Owned,0
176.2514,208.44,earnings,Eastern,1 adult,No child,Female,Private,0
352.1357,300.492,other so,Scotland,2 adults,No child,Male,Public r,1
272.6228,415.4,earnings,Scotland,1 adult,No child,Male,Private,1
352.2034,390.384,other so,South Ea,2 adults,No child,Female,Owned,0
449.2001,561.51,earnings,Scotland,2 adults,One chil,Female,Public r,1
404.635,477.43199999999996,earnings,North Ea,2 adults,No child,Female,Owned,1
497.4402,915.922,earnings,Eastern,2 adults,No child,Male,Owned,1
1175.0,1184.99,earnings,North We,2 adults,No child,Male,Private,1
434.7546,432.47,earnings,Eastern,2 adults,No child,Male,Private,0
186.9,288.067,other so,Eastern,1 adult,No child,Male,Private,0
156.1078,503.85,other so,South Ea,1 adult,No child,Female,Owned,0
680.8942,846.52,earnings,Yorkshir,2 adults,No child,Male,Owned,1
562.2327,634.4845,other so,East Mid,2 adults,No child,Male,Owned,1
320.2059,319.0,other so,West Mid,2 adults,No child,Male,Public r,0
161.1337,245.75400000000002,other so,East Mid,2 adults,No child,Male,Owned,1
590.1373,1184.99,earnings,South Ea,4 and mo,No child,Male,Owned,1
436.1133,780.7425,earnings,South We,2 adults,No child,Female,Owned,1
233.757,232.5,other so,South We,2 adults,One chil,Male,Public r,0
179.79,454.71,other so,London,1 adult,No child,Male,Owned,1
435.3528,1184.99,earnings,Wales,2 adults,Two or m,Male,Owned,1
132.4245,211.16,other so,South Ea,1 adult,No child,Male,Owned,0
1175.0,1184.99,earnings,North We,2 adults,Two or m,Male,Private,1
493.2209,442.6,earnings,Wales,2 adults,Two or m,Male,Public r,1
294.3015,162.80200000000002,other so,South Ea,1 adult,No child,Female,Private,0
751.6236,1128.04,earnings,Eastern,4 and mo,No child,Female,Owned,1
635.7224,1184.99,earnings,Eastern,1 adult,Two or m,Female,Owned,1
532.311,1184.99,other so,Wales,2 adults,No child,Male,Owned,1
494.0656,898.45,earnings,Yorkshir,3 adults,No child,Male,Owned,1
537.5324,1184.99,earnings,Yorkshir,2 adults,No child,Male,Owned,1
71.05,159.90200000000002,other so,Eastern,1 adult,No child,Female,Owned,1
139.1258,218.32,other so,Wales,1 adult,No child,Female,Owned,0
982.8839,438.014,other so,South We,2 adults,No child,Female,Owned,0
1175.0,1184.99,earnings,North We,3 adults,One chil,Male,Owned,1
1139.661,1184.99,earnings,South Ea,2 adults,One chil,Male,Owned,1
227.1606,561.7815,other so,South Ea,2 adults,No child,Male,Owned,1
758.5169,708.6519999999999,other so,North We,2 adults,Two or m,Male,Public r,1
319.925,380.5,other so,North Ea,3 adults,Two or m,Female,Private,1
263.6073,809.5975,earnings,Eastern,2 adults,No child,Female,Owned,1
816.1469,1111.25,earnings,London,2 adults,No child,Male,Private,1
500.7838,546.43,other so,South Ea,2 adults,No child,Male,Owned,1
657.3478,998.66,earnings,London,3 adults,No child,Male,Owned,1
100.9634,162.46200000000002,other so,East Mid,1 adult,No child,Female,Public r,0
617.54,353.84,earnings,Scotland,4 and mo,No child,Female,Private,1
1175.0,1184.99,earnings,South We,4 and mo,No child,Male,Owned,1
464.6537,620.0145,other so,Yorkshir,1 adult,No child,Female,Owned,1
736.1299,719.39,earnings,South Ea,2 adults,No child,Male,Private,1
390.4091,631.15,other so,East Mid,3 adults,No child,Female,Owned,1
870.045,1184.99,other so,Northern,3 adults,No child,Male,Owned,1
239.0989,187.405,other so,South Ea,1 adult,One chil,Female,Public r,0
301.6509,837.94,other so,Wales,2 adults,No child,Male,Owned,1
203.6588,279.784,other so,North We,2 adults,No child,Male,Owned,0
164.075,161.85,other so,South Ea,1 adult,No child,Female,Owned,1
113.0795,347.972,other so,South Ea,1 adult,No child,Female,Owned,0
646.0425,760.76,earnings,Eastern,2 adults,Two or m,Male,Private,1
1002.549,1184.99,earnings,Scotland,2 adults,Two or m,Male,Owned,1
429.6248,969.29,earnings,Yorkshir,2 adults,No child,Male,Owned,1
363.1086,634.444,other so,West Mid,2 adults,No child,Male,Owned,1
641.0980000000001,996.34,earnings,Scotland,2 adults,No child,Female,Public r,1
163.3121,347.05400000000003,other so,Yorkshir,2 adults,No child,Male,Owned,0
593.0,966.9839999999999,earnings,Eastern,2 adults,No child,Female,Owned,1
968.0854,1184.99,earnings,London,2 adults,Two or m,Male,Owned,1
322.7699,405.33,earnings,West Mid,2 adults,No child,Male,Owned,1
266.74,187.6295,other so,Northern,1 adult,No child,Female,Owned,0
524.141,1094.18,earnings,North We,2 adults,One chil,Male,Owned,0
350.2292,316.002,other so,Eastern,2 adults,No child,Male,Owned,1
626.1739,527.0319999999999,other so,South We,2 adults,No child,Female,Owned,1
89.11421,282.402,other so,East Mid,1 adult,No child,Male,Owned,0
193.2822,534.607,other so,Scotland,1 adult,No child,Female,Owned,1
264.1057,332.71,earnings,Yorkshir,1 adult,No child,Female,Owned,0
255.635,534.39,earnings,Northern,1 adult,No child,Female,Owned,0
110.19,225.15,other so,North We,1 adult,Two or m,Female,Private,1
917.8489,1184.99,earnings,East Mid,2 adults,No child,Male,Owned,1
859.6583,1184.99,earnings,Wales,4 and mo,No child,Male,Owned,1
66.345,192.812,other so,North We,1 adult,No child,Female,Public r,0
236.938,508.42,earnings,North We,1 adult,No child,Female,Private,0
211.0389,507.879,other so,West Mid,2 adults,No child,Male,Owned,0
942.6381,928.895,other so,Eastern,2 adults,No child,Male,Owned,1
809.0383,883.072,earnings,South Ea,2 adults,No child,Male,Private,1
431.3551,769.0,earnings,London,2 adults,No child,Male,Private,1
754.2833,961.07,earnings,Scotland,2 adults,No child,Female,Owned,1
243.5996,325.9359,earnings,South We,2 adults,No child,Female,Public r,1
489.519,886.91,earnings,North We,2 adults,No child,Female,Owned,1
547.8253,1168.223,earnings,North We,2 adults,Two or m,Male,Owned,1
848.0491,601.29,earnings,London,2 adults,Two or m,Female,Owned,1
191.6807,241.512,other so,Eastern,1 adult,No child,Female,Owned,1
181.11,205.042,other so,Northern,1 adult,No child,Female,Public r,0
505.6229,920.05,earnings,East Mid,2 adults,Two or m,Female,Owned,1
417.9901,492.57199999999995,earnings,London,2 adults,No child,Female,Public r,1
462.4766,604.76,earnings,South Ea,1 adult,No child,Female,Owned,1
405.4819,454.92,other so,Eastern,2 adults,Two or m,Male,Owned,1
370.6082,1136.97,other so,South We,2 adults,No child,Male,Owned,1
343.9704,518.25,earnings,London,3 adults,No child,Male,Owned,1
321.3489,361.3665,other so,East Mid,2 adults,No child,Male,Owned,1
1175.0,1184.99,other so,London,2 adults,No child,Male,Owned,1
825.4719,1048.61,earnings,South We,2 adults,No child,Female,Private,1
126.2004,149.49200000000002,other so,North Ea,1 adult,No child,Female,Public r,0
310.8899,401.55400000000003,other so,West Mid,2 adults,No child,Male,Owned,1
215.2153,618.9490000000001,earnings,South We,2 adults,No child,Male,Owned,1
549.1522,984.09,earnings,Eastern,2 adults,No child,Male,Private,1
161.942,194.642,other so,South Ea,1 adult,No child,Female,Owned,1
568.6105,381.18,earnings,South Ea,1 adult,One chil,Male,Owned,1
224.1085,481.3305,earnings,North Ea,1 adult,No child,Female,Owned,1
175.8162,228.98,earnings,East Mid,1 adult,No child,Female,Private,0
353.54900000000004,1184.99,earnings,Scotland,3 adults,One chil,Male,Owned,1
289.1985,497.27,other so,Eastern,3 adults,Two or m,Female,Owned,1
389.5664,84.46,other so,West Mid,1 adult,No child,Female,Owned,1
604.3445,628.314,other so,Scotland,2 adults,No child,Male,Owned,1
187.7749,212.43,other so,Scotland,1 adult,Two or m,Female,Private,1
160.57,168.6,other so,South We,1 adult,No child,Female,Public r,1
193.235,211.502,other so,South Ea,1 adult,No child,Female,Public r,0
784.8247,1184.99,earnings,North Ea,2 adults,One chil,Female,Owned,1
187.2315,477.204,other so,Eastern,2 adults,No child,Male,Owned,1
479.9585,1020.79,earnings,Wales,2 adults,Two or m,Male,Owned,1
923.6697,1184.99,earnings,Eastern,2 adults,No child,Female,Owned,1
281.9615,1184.99,earnings,London,4 and mo,No child,Male,Owned,1
70.825,122.0,other so,Scotland,1 adult,No child,Male,Public r,1
648.5938,470.14,earnings,London,3 adults,No child,Male,Private,1
541.695,873.715,earnings,South Ea,1 adult,No child,Male,Owned,1
670.4908,827.6,earnings,East Mid,2 adults,One chil,Female,Private,1
366.185,587.3545,other so,Northern,1 adult,No child,Female,Owned,1
174.3665,63.12,other so,North We,1 adult,No child,Female,Public r,0
179.4219,279.994,other so,West Mid,2 adults,No child,Male,Owned,0
265.7599,532.1925,earnings,South We,1 adult,No child,Male,Public r,1
162.3746,142.7,other so,Wales,1 adult,No child,Male,Public r,0
523.606,493.82,earnings,North We,2 adults,One chil,Male,Owned,1
384.9714,597.58,earnings,South Ea,2 adults,No child,Female,Owned,1
688.8066,582.57,earnings,North We,2 adults,Two or m,Male,Private,1
754.6304,1184.99,earnings,South Ea,2 adults,Two or m,Male,Owned,1
496.8491,662.5775,earnings,North We,2 adults,Two or m,Male,Owned,1
559.2262,1184.99,earnings,North Ea,2 adults,No child,Male,Owned,1
408.3639,1184.99,earnings,London,3 adults,No child,Female,Public r,1
1175.0,1184.99,earnings,South Ea,2 adults,No child,Male,Owned,1
479.2485,1084.219,earnings,South Ea,2 adults,Two or m,Male,Owned,1
190.4847,217.75,earnings,Scotland,1 adult,No child,Female,Public r,1
894.5787,1184.99,earnings,North We,2 adults,No child,Male,Owned,1
114.2153,156.025,other so,East Mid,1 adult,No child,Male,Owned,0
635.3514,951.4939999999999,other so,South We,2 adults,No child,Male,Owned,1
510.4594,580.9,earnings,London,2 adults,No child,Male,Private,1
447.6672,811.81,earnings,South We,2 adults,No child,Male,Public r,1
398.8177,573.85,other so,Scotland,2 adults,No child,Male,Owned,1
494.2458,1160.3,earnings,Yorkshir,2 adults,No child,Male,Owned,0
362.45,201.3595,other so,Northern,1 adult,No child,Female,Owned,0
1175.0,1184.99,earnings,London,2 adults,One chil,Male,Owned,1
215.5294,625.99,earnings,North We,2 adults,One chil,Female,Owned,0
131.22,90.0,other so,Scotland,1 adult,No child,Male,Public r,1
430.8196,921.33,earnings,Eastern,2 adults,No child,Male,Private,1
1175.0,785.612,other so,Yorkshir,2 adults,No child,Male,Owned,1
521.5357,859.07,earnings,South We,1 adult,No child,Female,Owned,1
326.3656,442.31,other so,Scotland,2 adults,No child,Female,Private,1
468.6498,496.17,other so,East Mid,1 adult,No child,Female,Owned,1
377.934,392.26,other so,South We,2 adults,No child,Male,Owned,1
245.03,134.7275,other so,East Mid,1 adult,No child,Male,Owned,1
239.335,252.21200000000002,other so,Northern,2 adults,No child,Female,Public r,0
1108.645,1184.99,earnings,Scotland,2 adults,No child,Male,Owned,1
520.8731,913.73,earnings,Scotland,2 adults,One chil,Female,Owned,1
1175.0,631.054,other so,Eastern,2 adults,No child,Male,Owned,1
409.8654,544.12,other so,London,1 adult,No child,Female,Owned,1
425.8986,840.63,earnings,Yorkshir,3 adults,No child,Male,Owned,1
249.1276,754.1519999999999,earnings,Eastern,2 adults,No child,Female,Owned,1
641.2448,620.47,earnings,London,4 and mo,No child,Male,Private,1
997.5413,419.7525,earnings,North We,1 adult,No child,Female,Owned,1
343.7,495.934,other so,West Mid,2 adults,No child,Male,Owned,0
708.9044,784.145,earnings,South We,2 adults,No child,Female,Owned,1
274.0498,403.88,earnings,South Ea,1 adult,No child,Female,Owned,1
745.7526,810.135,earnings,London,2 adults,No child,Female,Owned,1
964.1967,1184.99,earnings,South Ea,2 adults,One chil,Female,Owned,1
72.015,169.602,other so,East Mid,1 adult,No child,Female,Owned,0
829.1782,1031.81,earnings,North We,2 adults,Two or m,Male,Owned,1
206.4753,467.48699999999997,other so,North We,1 adult,No child,Male,Owned,1
665.2106,1184.99,earnings,Yorkshir,2 adults,Two or m,Male,Owned,1
1175.0,1184.99,earnings,North Ea,3 adults,Two or m,Male,Owned,1
406.0255,486.1125,earnings,North We,1 adult,No child,Male,Owned,0
230.4496,146.3,other so,East Mid,1 adult,One chil,Female,Public r,0
46.775,72.27,other so,South We,1 adult,No child,Female,Public r,0
955.5362,656.27,earnings,Scotland,2 adults,No child,Male,Owned,1
643.9756,1022.335,earnings,Yorkshir,2 adults,Two or m,Male,Owned,1
836.455,1177.596,earnings,Eastern,2 adults,No child,Male,Owned,1
710.3282,496.1465,other so,Scotland,2 adults,No child,Male,Owned,1
240.6492,433.0,earnings,Yorkshir,2 adults,No child,Female,Owned,0
360.8132,433.35,earnings,South Ea,1 adult,No child,Female,Owned,1
189.3008,631.58,earnings,West Mid,2 adults,Two or m,Male,Owned,1
324.6894,612.15,earnings,Eastern,1 adult,No child,Male,Private,0
466.6689,735.47,earnings,South We,2 adults,Two or m,Male,Owned,1
593.505,235.3,earnings,Yorkshir,2 adults,No child,Female,Private,1
237.105,229.03,earnings,Scotland,2 adults,Two or m,Male,Private,1
361.7343,448.75,earnings,West Mid,2 adults,No child,Male,Private,1
198.3623,344.97,other so,Eastern,3 adults,Two or m,Female,Public r,1
420.3985,664.3,earnings,Scotland,2 adults,Two or m,Female,Owned,1
290.74,261.44,other so,West Mid,2 adults,Two or m,Female,Private,1
529.6054,821.4765,other so,Eastern,2 adults,No child,Male,Owned,1
233.7589,377.64,earnings,London,1 adult,No child,Female,Private,1
251.673,442.329,other so,South Ea,3 adults,No child,Male,Owned,1
1175.0,1184.99,other so,South Ea,2 adults,No child,Male,Owned,1
586.0149,780.555,earnings,South Ea,2 adults,No child,Male,Owned,1
552.3592,1150.1,earnings,South Ea,2 adults,No child,Female,Owned,1
364.347,645.43,earnings,South We,2 adults,No child,Male,Owned,1
533.0811,448.07,earnings,Yorkshir,2 adults,One chil,Male,Owned,1
129.99,200.0,earnings,Northern,1 adult,No child,Male,Public r,0
650.6696,725.64,earnings,East Mid,2 adults,One chil,Male,Owned,1
293.7571,1004.51,earnings,London,1 adult,No child,Male,Owned,1
810.8327,1184.99,other so,South We,2 adults,Two or m,Male,Owned,1
221.7565,466.3195,other so,Scotland,1 adult,No child,Female,Owned,0
1175.0,607.94,other so,North We,2 adults,Two or m,Male,Owned,1
352.2534,242.26,earnings,East Mid,2 adults,No child,Male,Owned,1
501.6196,205.2225,other so,London,2 adults,No child,Male,Owned,1
148.3862,221.22400000000002,other so,Yorkshir,2 adults,No child,Male,Owned,1
70.17814,198.382,other so,Scotland,1 adult,No child,Male,Public r,0
729.9845,1184.99,earnings,South Ea,2 adults,No child,Male,Owned,1
478.05,385.01,other so,North We,3 adults,No child,Male,Private,1
291.86,227.312,other so,North We,2 adults,No child,Male,Owned,1
645.8538,1144.56,earnings,West Mid,2 adults,No child,Male,Owned,1
529.7863,1184.99,other so,South Ea,2 adults,No child,Male,Owned,1
668.9125,1184.99,other so,London,2 adults,No child,Male,Owned,1
413.1613,463.404,other so,West Mid,2 adults,No child,Male,Owned,1
181.255,288.94,earnings,Northern,1 adult,No child,Female,Public r,0
429.6833,634.66,earnings,North We,1 adult,No child,Male,Private,1
542.2079,907.5665,other so,South Ea,2 adults,No child,Male,Owned,0
691.2988,1184.99,earnings,Wales,2 adults,No child,Female,Owned,1
199.56,279.534,other so,North We,2 adults,No child,Male,Owned,1
174.2292,327.507,other so,Wales,1 adult,No child,Male,Owned,0
293.1109,877.45,earnings,London,1 adult,No child,Female,Public r,1
115.015,50.0,other so,Northern,1 adult,No child,Male,Private,0
810.4985,793.51,earnings,North We,3 adults,One chil,Female,Owned,1
900.4905,800.53,earnings,Eastern,1 adult,No child,Female,Owned,1
483.7978,405.7075,earnings,Scotland,2 adults,One chil,Male,Owned,1
254.55,239.074,other so,Yorkshir,2 adults,No child,Male,Owned,0
418.4776,572.802,other so,Eastern,3 adults,No child,Male,Owned,1
256.9127,301.094,other so,South Ea,2 adults,No child,Male,Public r,0
567.4627,790.3426,earnings,South We,2 adults,One chil,Male,Owned,1
275.3037,358.392,other so,West Mid,1 adult,No child,Female,Owned,1
316.0982,923.15,earnings,South Ea,1 adult,No child,Female,Owned,1
588.8616,1184.99,earnings,West Mid,3 adults,No child,Female,Owned,1
967.373,1184.99,earnings,South Ea,3 adults,Two or m,Male,Owned,1
271.508,304.63,other so,West Mid,1 adult,No child,Female,Owned,1
371.94599999999997,383.082,other so,Yorkshir,1 adult,No child,Female,Owned,0
275.815,147.892,other so,South We,1 adult,No child,Male,Public r,1
854.9441,1025.925,earnings,London,2 adults,No child,Male,Private,1
672.3156,720.96,other so,South We,2 adults,No child,Male,Owned,1
282.9909,592.347,other so,Scotland,1 adult,No child,Male,Owned,1
224.2293,695.8315,other so,North We,2 adults,No child,Female,Owned,1
99.00813000000001,235.44,earnings,Yorkshir,1 adult,No child,Male,Owned,0
306.4987,326.12,other so,North We,2 adults,One chil,Female,Public r,0
198.4323,332.54400000000004,other so,North Ea,2 adults,No child,Male,Owned,1
396.166,1184.99,earnings,Yorkshir,1 adult,No child,Male,Owned,1
104.8559,164.3495,other so,Yorkshir,1 adult,No child,Female,Owned,0
362.9634,255.96200000000002,other so,London,2 adults,No child,Female,Owned,1
594.888,1184.99,earnings,West Mid,3 adults,No child,Female,Private,1
227.5686,345.964,other so,Scotland,2 adults,No child,Male,Private,0
464.0544,1184.99,earnings,London,2 adults,Two or m,Male,Private,1
219.9736,587.35,earnings,East Mid,2 adults,No child,Female,Owned,1
252.955,356.02,other so,London,2 adults,Two or m,Male,Private,1
393.3835,836.82,earnings,North We,2 adults,Two or m,Male,Owned,1
337.3,629.852,other so,South Ea,2 adults,Two or m,Female,Owned,1
251.668,171.217,other so,West Mid,1 adult,No child,Female,Owned,0
109.505,66.75,earnings,South Ea,1 adult,No child,Male,Public r,1
540.545,932.23,earnings,Eastern,2 adults,One chil,Female,Owned,1
1175.0,1184.99,earnings,South Ea,3 adults,One chil,Male,Owned,1
355.8433,674.13,earnings,North We,2 adults,No child,Female,Private,0
477.5025,1041.3,earnings,East Mid,2 adults,No child,Male,Owned,1
577.0668,508.874,other so,North We,2 adults,No child,Male,Owned,1
559.563,1011.14,earnings,North Ea,2 adults,No child,Female,Owned,1
284.0976,618.1,earnings,Eastern,1 adult,Two or m,Female,Owned,1
186.5693,401.43,other so,Wales,2 adults,No child,Male,Public r,0
137.6,170.57,other so,North Ea,1 adult,One chil,Female,Public r,1
735.1058,226.61,other so,West Mid,2 adults,No child,Male,Public r,1
701.2629,877.73,earnings,West Mid,2 adults,No child,Male,Owned,1
351.8636,756.3439999999999,earnings,Yorkshir,2 adults,No child,Female,Owned,1
266.6946,897.8875,earnings,North We,1 adult,No child,Male,Owned,1
359.9682,854.45,earnings,Scotland,1 adult,No child,Male,Owned,1
834.2966,840.0225,earnings,East Mid,2 adults,No child,Male,Owned,1
205.4855,403.842,other so,North We,1 adult,No child,Female,Owned,1
229.6571,307.25,other so,Eastern,1 adult,One chil,Female,Private,1
355.485,1184.99,earnings,London,1 adult,No child,Male,Owned,1
644.015,296.5875,other so,South We,1 adult,No child,Male,Owned,1
561.7402,288.6,earnings,London,2 adults,No child,Male,Private,1
1175.0,1184.99,earnings,Scotland,2 adults,Two or m,Male,Owned,1
586.8999,804.9,earnings,South We,4 and mo,No child,Male,Owned,1
363.5178,198.68,other so,Eastern,1 adult,Two or m,Female,Owned,1
575.4778,485.784,other so,South Ea,2 adults,No child,Male,Owned,1
184.1543,164.935,other so,Eastern,1 adult,No child,Female,Owned,1
308.7025,381.25,earnings,North Ea,1 adult,No child,Female,Owned,1
309.6544,284.85,earnings,West Mid,2 adults,No child,Male,Public r,1
206.5827,681.52,other so,Yorkshir,2 adults,No child,Male,Owned,1
62.34,125.272,other so,East Mid,1 adult,No child,Male,Public r,0
119.7955,284.1395,other so,Yorkshir,1 adult,No child,Male,Owned,0
98.94556,319.29,earnings,North Ea,1 adult,No child,Female,Owned,1
313.76,254.0,other so,North We,2 adults,No child,Female,Public r,1
515.05,551.99,other so,Northern,2 adults,No child,Male,Owned,1
164.755,71.0,other so,Eastern,1 adult,No child,Male,Private,1
556.5159,1065.37,earnings,Eastern,3 adults,No child,Male,Owned,1
951.6792,1028.38,earnings,South We,2 adults,Two or m,Male,Owned,1
1137.507,1184.99,earnings,Eastern,2 adults,No child,Male,Owned,1
830.88,405.68,other so,North We,2 adults,No child,Male,Owned,1
843.7332,797.02,earnings,Eastern,2 adults,Two or m,Male,Owned,1
188.166,404.05199999999996,other so,West Mid,2 adults,No child,Female,Owned,1
492.0125,157.45,earnings,London,2 adults,One chil,Male,Private,1
801.7689999999999,1025.318,other so,South We,1 adult,No child,Female,Owned,1
361.7056,738.42,other so,West Mid,2 adults,No child,Male,Owned,1
135.8022,165.447,other so,South Ea,1 adult,No child,Female,Owned,0
190.3943,542.65,earnings,Wales,2 adults,No child,Male,Owned,0
1175.0,1184.99,earnings,South Ea,3 adults,One chil,Male,Owned,1
381.8274,698.5,earnings,Northern,2 adults,One chil,Male,Owned,1
302.2164,367.1625,other so,Wales,1 adult,No child,Female,Owned,1
458.7404,1184.99,earnings,London,1 adult,No child,Male,Owned,1
273.3372,311.64,other so,West Mid,2 adults,No child,Female,Owned,1
555.1354,1184.99,earnings,Yorkshir,2 adults,No child,Male,Owned,1
221.4172,377.7945,other so,West Mid,2 adults,No child,Male,Owned,1
333.556,591.769,earnings,Scotland,2 adults,No child,Female,Owned,1
903.2437,728.314,other so,South Ea,2 adults,No child,Male,Owned,1
717.6725,599.93,other so,North Ea,2 adults,One chil,Male,Owned,1
471.7033,759.7639999999999,other so,South We,2 adults,No child,Male,Owned,1
1123.214,598.5,other so,South We,3 adults,Two or m,Female,Public r,1
172.415,148.752,other so,Yorkshir,1 adult,No child,Female,Owned,0
1175.0,1184.99,earnings,Northern,2 adults,No child,Male,Owned,1
661.052,577.275,earnings,South Ea,2 adults,No child,Male,Owned,1
712.3488,1184.99,earnings,South Ea,2 adults,Two or m,Male,Owned,1
291.8203,310.224,other so,Scotland,2 adults,No child,Male,Owned,0
362.9994,905.13,earnings,Yorkshir,2 adults,One chil,Female,Owned,1
445.0156,526.2,earnings,London,2 adults,No child,Male,Private,1
37.27661,91.19200000000001,other so,Scotland,1 adult,No child,Female,Public r,0
275.0424,577.7959999999999,other so,East Mid,3 adults,No child,Female,Public r,0
267.9442,769.98,earnings,Eastern,1 adult,No child,Female,Owned,1
1063.8519999999999,678.54,earnings,Yorkshir,4 and mo,Two or m,Female,Private,1
